squareMeters,floors,hasYard,hasPool,cityPartRange_10
87554,77,1,1,0
54789,12,1,0,0
91604,57,1,1,0
86045,14,0,0,0
76091,32,1,0,0
81492,61,0,0,0
24297,20,1,0,0
87500,1,1,0,0
80466,72,0,0,0
94216,75,1,1,0
65870,89,0,0,0
3261,32,0,1,0
39484,30,0,1,0
84651,26,0,1,1
71931,54,1,0,0
29323,7,1,1,0
97306,44,0,0,0
27928,78,1,1,0
12902,98,0,0,0
64235,69,1,0,0
1618,83,0,1,0
11292,82,0,0,0
19985,19,1,1,0
22482,87,0,0,0
24046,41,0,0,0
79078,90,1,0,1
17699,5,0,1,1
36670,54,0,1,0
15728,91,1,1,0
21086,58,1,1,0
35520,50,0,1,0
38826,91,1,0,0
34639,98,1,1,0
49617,32,0,0,0
33747,65,0,0,0
30894,12,0,0,1
64603,53,0,1,0
12739,70,0,0,1
30742,46,1,0,1
50294,32,0,1,0
64964,28,0,0,0
31501,67,0,1,0
72381,20,0,1,0
58571,96,1,1,0
93508,60,1,0,0
12989,95,0,0,1
7808,18,1,1,0
69648,3,0,0,0
92462,46,1,1,0
85493,11,1,1,0
16252,58,1,0,0
34592,33,0,1,0
4563,39,0,0,0
53765,69,0,1,0
63717,89,0,0,1
83956,53,0,1,0
79464,40,0,1,0
97959,52,0,0,1
83110,75,1,0,0
77261,18,0,0,1
79457,18,1,0,0
14099,4,1,1,0
96169,13,0,1,0
59348,45,0,0,0
86607,4,0,0,0
25473,98,1,1,0
83936,25,0,1,0
84148,100,1,0,0
28700,18,1,0,0
30807,54,0,0,0
16016,2,1,1,0
98664,42,1,1,0
19608,83,1,1,0
38057,43,1,0,0
11470,25,0,0,0
90338,52,1,0,0
86383,23,1,1,0
38700,33,1,1,0
21038,90,1,0,0
16933,19,0,1,0
66555,36,1,1,0
11813,74,0,1,0
58069,55,1,1,0
81572,86,0,0,0
58402,65,1,0,0
9705,50,0,0,0
27333,72,0,0,0
31752,27,1,1,0
47664,77,0,0,0
35488,79,1,0,0
79176,45,0,0,0
66731,83,0,1,0
95730,85,1,1,1
1933,18,0,0,0
65919,82,1,0,0
8416,99,1,1,0
79603,53,0,0,0
93186,55,0,1,0
62330,50,1,1,1
70420,64,1,0,0
70715,45,1,0,0
2813,41,0,0,0
94370,21,1,1,0
7249,56,0,1,0
25805,86,1,0,0
69918,11,1,0,0
74921,61,0,1,0
59805,74,1,0,0
9815,24,1,1,0
78852,60,1,1,0
42509,83,0,1,0
98283,8,0,1,0
76918,27,0,0,0
5722,92,1,0,0
939,60,1,0,0
55439,82,1,0,0
42936,51,1,1,1
35122,76,0,1,0
9852,25,1,0,0
79557,91,1,1,0
62302,91,0,1,0
13037,66,1,1,0
34891,34,0,1,0
77196,94,1,0,0
97110,77,0,0,0
20624,83,1,0,1
21781,26,1,1,1
39166,86,0,1,0
30896,40,0,0,0
79783,26,0,1,0
57041,94,1,0,0
53690,88,0,1,0
68660,50,1,1,0
21722,25,0,0,0
42390,96,0,0,0
10037,97,1,1,1
74291,38,0,0,0
15588,86,0,1,1
70517,1,0,0,0
28703,26,0,0,0
64654,33,1,0,0
68482,35,1,0,0
89721,25,1,1,0
9559,76,0,0,0
78613,35,0,0,0
12480,55,1,0,0
42485,40,0,0,0
40638,31,0,0,0
38515,94,1,1,0
41161,7,0,1,0
22703,53,0,0,0
77461,85,1,0,0
20466,17,0,1,0
2749,71,1,1,0
84795,22,0,0,0
16460,98,1,0,0
10540,2,1,1,0
41110,97,0,0,0
51232,55,0,1,0
70288,28,1,0,0
47870,59,1,1,0
36138,11,0,1,0
41440,77,1,1,0
10450,47,1,1,0
66878,41,0,0,0
8931,44,1,1,0
34022,1,1,0,0
6048,43,1,0,0
99170,85,1,1,0
24023,11,1,0,0
87557,41,1,1,0
11660,25,0,1,1
82065,90,1,1,0
21941,5,1,1,0
35912,85,1,1,0
55956,7,1,1,0
89708,72,1,0,0
59300,81,0,1,0
83596,28,0,0,0
71693,19,1,0,1
87705,41,0,1,0
55039,98,0,1,0
41516,14,0,1,0
66169,66,0,0,0
85743,75,1,0,0
2372,5,1,0,0
67843,45,0,0,0
81319,98,0,0,0
74600,21,0,0,0
60399,48,0,1,0
71876,24,0,1,0
20486,17,0,1,0
49632,77,1,1,0
77980,60,1,1,0
83564,60,1,1,1
35966,35,0,1,0
67103,64,1,1,0
26269,30,1,1,0
38969,48,1,1,0
16127,6,0,1,0
58108,80,0,0,0
52638,69,1,1,0
2192,84,1,0,0
38860,70,1,0,0
82610,36,1,0,0
83475,21,1,1,0
48057,50,1,1,0
20297,82,0,1,0
96195,64,0,1,0
75408,37,0,0,0
6914,29,0,1,1
86539,18,1,1,0
74271,6,1,0,0
77048,29,1,1,0
45181,39,1,1,0
3527,79,1,0,0
21015,97,1,0,0
42791,38,0,0,0
51517,83,0,0,0
7954,50,0,1,0
96862,65,1,0,0
84697,44,1,1,0
94934,90,0,1,0
56422,18,1,1,0
68391,10,0,0,0
74171,90,0,1,0
8808,15,1,1,0
60261,63,0,0,0
94569,6,1,1,0
36489,58,0,0,0
26916,97,1,1,0
13523,38,1,0,0
50878,9,0,0,0
31202,37,0,0,0
97165,39,0,1,0
47184,54,1,1,0
51121,89,1,1,0
77385,18,1,1,0
19596,28,1,0,0
85100,63,1,0,0
63780,82,0,1,0
8649,2,1,0,0
50967,14,1,0,0
79934,97,1,0,0
41049,19,1,0,1
47715,93,0,0,0
6518,72,0,0,0
18747,71,1,0,0
822,17,0,1,0
64246,90,1,0,0
95328,24,1,1,0
82321,57,1,0,0
62616,93,1,1,0
59159,80,0,0,0
17687,58,0,0,0
7392,52,1,0,0
64256,87,0,1,0
29362,44,0,1,0
6600,72,0,0,0
35863,39,0,1,1
66814,57,1,0,0
40812,59,1,0,0
58263,57,1,1,0
875,37,1,1,0
57015,80,1,1,0
40736,46,1,1,0
54717,3,1,1,0
73406,95,1,0,0
71701,6,0,0,1
14535,60,0,0,0
24386,71,1,0,0
6284,21,1,0,0
14079,81,1,1,0
57415,80,1,1,0
65953,9,1,0,0
24045,56,0,0,0
96656,3,0,0,0
96276,81,1,0,0
67496,26,0,0,0
60305,90,1,1,0
64718,4,0,1,0
7239,83,1,0,0
28956,2,0,1,0
85425,92,0,1,0
34195,95,1,1,0
66281,46,0,1,0
28964,54,0,1,0
68276,31,0,0,0
19069,36,0,1,1
93002,52,0,0,0
95084,63,1,0,1
76480,37,0,1,0
19174,54,0,1,0
72447,99,1,0,0
49729,89,1,0,0
57930,82,1,0,0
31612,73,0,0,0
82835,68,1,1,0
51271,36,0,1,0
49389,10,0,0,1
88975,37,0,1,0
83377,45,0,0,0
91914,68,0,0,0
44230,83,0,0,0
69080,28,0,0,0
68213,46,0,0,0
22776,5,0,0,0
88328,63,1,0,0
11169,97,1,1,0
86718,5,0,0,0
93112,17,1,0,0
82560,56,0,0,0
62686,71,0,1,0
70213,32,0,1,0
17622,100,1,0,0
29465,31,0,0,0
81653,77,1,0,0
65201,21,0,1,0
19645,99,0,0,0
16200,40,0,0,0
84825,68,0,0,0
95549,3,1,1,1
95561,66,1,0,1
34251,29,1,1,0
71061,75,0,1,0
52101,96,1,1,0
85215,1,0,1,0
80039,39,0,0,1
46187,82,0,1,0
55484,28,0,1,0
94978,11,0,1,0
38606,14,1,0,0
92037,66,1,1,0
8988,75,1,0,0
75152,37,1,0,0
80617,53,0,0,0
66777,100,1,0,0
90127,87,0,0,1
50148,94,0,1,0
60768,65,0,1,0
52151,1,1,1,0
79260,9,1,0,1
83730,7,0,0,0
76326,83,0,0,0
7490,98,1,1,0
9242,36,1,0,0
56414,24,1,0,0
87603,62,1,1,0
83600,65,0,0,0
14982,13,1,1,0
36565,19,0,0,0
28192,12,0,0,0
29524,89,0,1,0
60059,9,1,0,0
79724,88,0,0,0
61745,36,0,1,1
50404,15,0,0,1
59392,36,1,1,0
21833,26,0,0,0
2767,84,1,0,0
6591,51,0,1,1
1042,89,0,1,0
37965,28,0,0,0
32979,55,1,1,0
52123,52,1,0,0
82432,57,0,0,0
28381,64,1,0,0
19298,4,0,0,0
19040,25,1,1,0
33781,100,1,1,0
27925,93,1,0,0
86084,44,0,1,0
85467,72,1,0,0
17950,69,0,1,0
54172,16,0,0,0
93232,86,1,1,0
24623,75,1,0,0
97551,96,1,1,0
16046,41,0,0,0
17016,89,1,1,0
52771,72,0,1,0
17783,1,0,0,0
64697,56,0,0,0
14307,59,1,0,1
88274,41,0,1,0
97884,5,0,0,0
22241,39,0,0,0
95546,65,1,1,0
8583,92,1,0,0
46301,57,0,0,0
77197,54,1,0,0
21167,66,1,0,1
76204,8,1,1,0
60056,30,1,1,0
37941,41,0,0,0
24415,4,0,0,0
40787,88,0,1,0
75841,96,0,1,0
77765,24,0,1,0
89812,14,0,1,0
73692,20,1,0,1
64693,10,1,0,0
6708,12,1,0,0
41023,9,1,0,1
20304,52,1,0,0
18012,46,0,0,0
30249,53,0,0,0
70806,62,0,1,0
89742,29,0,0,0
86806,96,0,0,0
16599,54,0,0,0
41867,65,1,1,0
47242,55,0,0,0
26867,30,0,0,1
55198,16,1,1,0
2945,23,1,0,0
55871,91,0,0,0
53501,68,0,0,0
40416,92,1,1,0
17704,33,0,1,0
70519,79,1,1,0
12313,55,1,0,0
16068,13,1,0,0
67078,73,0,1,0
26089,60,0,0,0
77989,45,1,1,0
47237,96,1,0,0
34713,27,0,1,0
13735,1,0,1,0
30630,65,0,1,0
38718,20,0,1,0
27244,91,0,0,0
24378,45,0,1,0
82468,1,0,1,0
57035,24,0,1,0
91073,50,0,0,0
5702,55,0,0,0
16205,53,1,0,0
78018,14,1,0,0
57962,93,1,0,0
6948,24,0,1,0
88123,43,1,0,1
11788,15,1,0,0
38300,8,0,0,0
63567,63,0,1,0
68767,13,0,1,0
41972,49,0,1,0
8392,97,1,0,0
92188,95,0,1,1
22825,18,1,1,0
86087,28,0,0,0
28103,15,1,1,0
74819,32,1,0,0
58576,91,1,1,0
30736,31,1,0,1
88940,5,1,0,0
91418,98,1,0,0
51018,73,0,1,0
74227,5,1,0,0
69101,2,1,0,0
89245,34,1,0,0
24393,16,1,1,0
9433,1,0,0,1
82280,89,0,1,0
2536,25,1,0,1
91361,90,0,0,1
31786,25,1,0,0
73473,49,1,0,0
60680,80,0,0,1
28373,83,0,0,0
92296,69,1,1,0
11182,77,1,0,0
12099,67,0,0,0
56480,80,1,0,0
67825,9,0,1,0
93509,62,1,1,0
52079,97,0,0,1
16771,18,1,0,0
46509,44,0,0,0
90091,52,1,0,0
41797,41,0,0,0
66716,72,1,0,0
73748,72,0,0,0
64297,96,0,0,0
66621,89,0,0,1
55217,28,0,1,0
72085,30,1,0,1
83776,33,1,1,0
84512,31,0,1,0
27786,45,0,1,0
49731,3,1,0,0
63915,49,0,0,1
42272,9,0,0,0
88671,44,1,0,0
14274,88,0,0,0
2246,46,0,0,0
48932,4,1,1,0
64602,65,1,0,0
9171,9,0,0,0
4881,96,0,0,0
27818,72,1,0,0
891,14,1,0,0
37395,19,0,0,0
55434,97,1,0,0
18501,13,1,1,1
89089,66,1,0,0
31454,57,0,0,0
35661,12,0,1,0
50839,60,0,1,0
12785,35,0,1,1
69261,29,1,1,0
73900,36,0,1,0
61529,8,0,0,0
6629,32,0,1,0
61942,18,1,0,0
57798,31,0,1,0
81668,28,1,1,0
63182,91,0,1,0
65280,28,0,1,0
6348,68,0,1,0
241,50,0,1,0
15385,93,1,0,0
91591,71,0,1,0
77210,27,1,1,0
70197,52,0,1,0
66371,75,0,1,0
47353,15,1,1,0
41324,58,0,1,0
81840,34,0,0,0
37563,73,0,0,0
78772,60,1,1,0
11149,58,1,1,0
82865,97,0,1,1
74348,85,0,1,1
69242,83,0,1,0
28399,84,0,0,0
24971,85,0,0,0
38926,7,1,1,0
62556,38,1,1,0
15555,66,0,0,0
80306,91,1,1,0
49909,5,0,1,0
64468,43,0,1,0
84888,6,0,0,1
57314,60,0,0,0
17648,11,0,0,0
23444,62,0,1,0
3461,88,1,1,0
81967,86,1,0,0
74760,18,1,1,0
76405,71,1,1,0
54925,81,1,0,1
1937,90,1,0,0
67140,51,0,1,1
78576,35,0,0,0
20470,10,0,0,0
76956,54,0,1,0
67558,59,1,1,0
57944,78,1,0,0
41661,58,0,1,0
41987,26,0,1,0
82959,20,0,0,0
64982,46,1,0,0
78122,29,1,1,0
1862,90,0,0,0
44908,22,1,1,0
45690,69,1,0,0
70873,38,0,0,0
43998,40,1,1,0
33979,3,0,1,0
10040,98,1,1,1
59068,43,0,0,0
34060,6,1,1,0
57718,69,1,0,0
92860,2,1,1,0
14436,6,0,0,0
81411,74,0,1,1
59517,69,1,0,0
23841,25,1,1,0
4198,93,0,1,0
27327,68,0,0,1
45406,54,1,0,0
91702,83,0,0,0
86008,82,0,0,0
79555,6,0,0,0
80803,59,0,1,0
18044,13,1,1,0
52282,96,0,0,0
23541,3,1,0,0
59040,14,0,0,0
65322,94,1,0,0
31231,72,0,1,0
37132,38,0,0,0
31692,36,1,0,0
53749,1,1,1,0
71610,100,1,0,0
55877,22,0,0,0
38892,50,0,1,0
69957,45,1,1,0
87840,69,0,0,1
56517,25,0,1,1
196,98,0,1,0
69831,46,0,1,0
1430,92,0,0,0
78681,87,1,1,0
50890,90,0,1,0
22255,65,1,1,1
44111,75,1,1,0
85050,55,1,1,0
41086,33,0,1,0
48880,45,1,1,1
53454,22,0,1,0
27233,41,0,1,0
4794,31,1,1,0
35519,28,1,1,0
6138,38,0,0,0
95733,97,1,1,0
85184,12,1,0,0
30596,69,0,1,0
74995,57,0,0,0
50949,9,1,0,0
73517,63,0,1,0
1347,39,1,1,0
77439,56,1,1,0
17353,77,0,0,0
83220,34,0,0,0
98319,55,0,1,0
4264,98,0,0,0
38455,77,0,0,0
38800,53,0,0,0
19336,70,0,0,1
59213,60,1,0,1
81793,59,0,1,0
86184,42,1,1,0
39723,84,0,1,0
31560,17,1,0,1
29431,43,0,0,0
628,75,1,0,0
18844,100,0,0,0
8188,51,0,1,0
10588,78,0,1,0
47739,40,0,1,0
73687,49,1,1,0
16971,35,0,1,1
44917,86,1,1,0
37394,50,0,1,0
43613,27,0,0,1
5537,77,0,1,0
73470,32,1,1,0
18098,23,1,0,0
85456,49,1,0,0
45867,25,1,1,0
14894,40,0,1,0
73542,38,0,1,1
96246,37,1,0,0
89071,91,0,0,0
65630,28,1,0,0
94313,86,0,0,0
82751,58,1,1,0
80041,14,0,0,0
89823,55,1,0,0
31179,56,1,0,0
41992,50,1,1,0
27247,39,1,1,1
65050,54,0,1,0
44815,29,1,1,0
36799,15,0,0,0
75700,55,0,0,0
89086,16,0,0,0
1270,66,0,0,0
60490,80,0,0,0
10851,95,0,1,0
58559,2,0,0,0
51290,77,0,1,0
54337,32,1,1,0
36934,75,1,0,0
84211,66,0,1,0
25486,26,1,0,0
5177,76,1,0,0
89019,99,0,0,0
59649,9,0,1,0
85198,4,0,0,0
53161,4,1,0,0
77212,16,0,1,0
17118,11,1,0,0
47583,99,0,0,0
56007,81,0,1,0
15526,32,0,0,0
79577,20,1,1,0
36858,54,0,1,0
18362,33,1,0,0
60375,65,0,0,0
98940,65,1,1,0
86975,73,0,1,0
72368,91,1,0,0
55391,7,0,1,0
67923,66,1,0,0
47239,19,0,0,0
999,51,1,0,0
96134,61,0,0,0
77465,42,1,1,0
52455,20,0,1,0
26592,49,0,1,0
605,35,1,0,0
86196,92,0,1,0
32325,22,0,1,0
13553,65,0,0,0
48809,54,0,0,0
36050,90,0,0,0
53833,73,0,1,0
61484,94,1,0,0
89999,3,1,0,0
72510,6,1,0,1
36223,21,0,1,0
8201,66,1,1,0
46390,87,1,0,0
62596,79,0,1,0
23554,31,1,1,0
36240,34,1,1,0
78101,24,0,1,0
78791,53,1,0,0
38044,8,1,1,0
69428,1,0,1,1
32442,51,1,1,0
5354,70,0,1,0
35810,100,0,1,0
42907,93,0,0,0
67510,61,1,1,0
2183,31,0,1,0
16856,92,0,1,0
98728,13,1,1,0
55209,96,1,0,0
13612,29,1,0,0
59612,56,1,0,1
94222,75,0,0,0
32842,30,1,0,0
34109,19,0,1,0
41832,43,1,1,0
56296,32,0,1,0
96943,68,0,1,0
55035,92,1,0,0
63657,51,0,0,0
5758,31,1,0,0
72748,90,0,1,0
70898,36,0,1,0
4537,48,0,0,0
9539,30,0,0,0
4007,11,1,0,0
61787,53,0,0,0
41212,98,0,0,0
14700,93,1,0,0
67959,3,0,1,0
24136,50,0,0,0
59050,74,1,1,0
27286,3,0,0,0
94990,47,0,1,0
388,51,1,0,0
1562,72,0,0,0
57441,43,1,1,1
37442,75,1,0,0
90447,53,0,0,0
17019,79,0,1,0
7643,63,0,0,0
57736,21,0,0,0
52689,43,1,0,0
39614,66,0,1,0
98298,97,0,1,0
56559,60,1,0,0
92548,73,0,0,0
24916,55,0,0,0
35131,12,0,1,0
33643,55,1,1,0
7608,6,1,0,0
34827,81,0,0,0
88231,31,1,0,0
55210,74,1,1,0
42078,9,1,1,0
78859,93,1,0,0
6966,97,0,1,0
84340,28,1,0,1
20854,59,1,0,0
57243,10,1,1,0
40884,98,0,1,0
64298,3,1,0,0
25968,4,1,0,0
90874,23,1,1,0
61527,49,0,0,1
92716,3,0,0,0
72507,13,0,0,0
3854,25,1,0,0
58043,91,1,1,0
2739,57,1,0,0
69764,73,1,1,0
2138,51,0,1,0
97121,100,0,1,1
26681,21,1,0,0
73527,5,1,1,1
50673,5,1,1,0
26528,49,1,0,0
32257,84,1,1,0
76564,88,0,0,0
79445,51,0,1,0
85134,70,0,1,0
55333,54,0,0,0
95281,8,1,0,0
36417,70,0,1,0
45038,46,0,0,0
54368,20,1,1,0
58108,79,0,1,0
10001,93,1,0,0
55369,52,1,0,1
77252,61,1,0,0
22387,24,1,0,0
57405,32,1,1,0
40691,73,0,0,0
39272,79,0,1,1
22786,81,0,0,0
291,47,1,1,0
83606,81,0,0,0
62483,76,1,1,0
35145,8,0,0,0
43295,22,0,1,0
13121,94,1,0,0
71472,40,1,1,0
74641,16,0,0,0
88172,41,0,0,0
3995,56,0,1,0
11458,31,1,1,0
96562,99,1,0,0
94674,78,1,1,0
99278,41,0,1,0
85169,14,1,0,0
32694,60,0,1,0
48392,6,0,1,0
28749,53,0,1,0
10168,11,0,0,0
93490,15,1,1,0
64654,22,0,0,0
35706,27,1,0,0
82333,78,0,0,0
98403,10,1,1,0
49031,37,1,1,0
60861,65,1,0,0
272,8,0,1,0
64894,28,1,0,0
72586,39,0,0,0
94856,34,1,0,0
94257,78,1,0,0
12624,68,0,0,0
87906,33,1,1,0
25182,90,1,1,0
40588,13,0,1,0
86042,7,1,1,0
28920,72,1,0,0
51547,77,0,1,0
26886,10,0,1,0
3166,38,0,1,0
751,71,1,0,0
9842,1,1,0,0
22702,49,0,0,0
15561,68,0,1,0
99432,36,1,0,0
80439,89,0,0,0
9289,59,0,0,0
55712,19,0,1,0
50478,11,0,0,1
91709,38,1,0,0
51461,28,1,1,0
74037,94,1,0,0
18285,87,1,1,0
5457,12,0,0,0
37611,100,0,1,0
13494,88,1,0,1
39130,61,0,0,1
27036,75,1,1,0
25105,33,0,1,0
70757,1,0,1,0
91112,9,1,1,0
40035,41,1,1,1
43547,12,0,1,1
25051,32,0,0,0
47499,95,1,1,0
32455,17,0,0,0
34669,39,0,1,0
37098,23,1,0,0
57557,36,0,1,0
25492,37,1,1,0
17583,86,0,1,0
43224,92,0,1,0
66847,33,0,1,1
5886,22,1,1,0
55238,63,0,1,0
64783,47,1,1,0
56004,46,0,0,0
92120,67,0,1,0
56148,16,0,1,0
26966,44,1,1,0
26656,81,1,1,1
38480,83,1,0,0
97412,90,0,1,0
63601,51,1,0,0
22927,44,0,0,0
56102,93,1,0,1
23450,83,1,0,0
80759,79,1,1,0
10641,56,0,0,1
72836,24,1,0,0
44782,77,1,1,0
85059,71,0,1,0
2671,42,1,0,0
62986,36,0,1,0
61448,52,0,0,0
50013,82,1,1,0
86720,22,1,0,0
49810,39,1,1,0
61067,39,1,0,0
26355,7,1,0,0
21792,64,1,0,0
45140,59,0,0,1
25176,80,0,1,0
73080,28,1,0,0
87291,42,1,1,0
64937,66,1,0,1
56439,29,1,1,0
57738,7,0,1,1
98969,69,1,0,1
75749,30,1,0,0
24628,74,0,1,0
34304,95,0,0,0
33997,99,1,1,0
21112,94,0,1,0
70390,96,1,0,0
82643,77,0,1,1
94182,58,0,1,0
40439,20,0,0,0
27838,73,1,0,0
84404,98,1,1,0
49805,52,0,1,0
61661,33,0,0,0
92490,44,0,0,0
69685,32,1,0,0
63345,93,0,0,0
3506,51,0,1,0
40509,16,0,0,0
98868,67,0,1,0
50019,98,0,1,0
26861,19,0,0,0
17034,89,1,1,0
75632,12,1,1,0
56421,29,1,0,0
16348,4,0,1,0
23804,39,0,1,0
64250,10,0,0,0
48209,4,1,0,0
92384,3,0,0,0
22100,32,1,0,0
85060,12,0,0,0
81375,90,1,0,0
39881,40,0,1,0
79081,88,0,1,0
73693,4,1,0,0
36968,92,1,1,1
21976,97,1,0,0
3011,42,1,0,0
53852,71,0,1,0
16899,14,0,1,0
40006,81,0,1,0
6178,41,0,1,0
95968,59,1,1,0
71151,36,0,0,0
39040,50,0,0,0
88307,11,1,1,0
2334,13,0,1,0
2474,57,1,1,0
57160,43,1,1,0
92230,95,1,1,0
69719,87,1,1,0
25594,41,0,1,0
81114,89,0,1,0
42098,90,0,0,0
94638,32,0,0,0
77698,59,0,0,0
69048,58,1,0,0
56614,13,0,0,0
23971,59,1,1,0
30559,43,0,1,0
63894,25,1,1,1
36297,99,0,1,0
63320,3,1,1,0
26444,4,1,0,0
32862,83,0,1,0
9463,80,1,0,0
19658,31,0,0,0
88086,41,0,1,0
65165,97,0,1,0
10838,51,0,0,0
38048,74,0,0,0
42363,74,1,0,1
65546,21,1,0,0
98924,93,0,1,0
98934,95,0,1,0
40141,25,0,0,0
82519,93,0,1,0
57789,24,1,1,0
21316,27,1,1,0
34780,9,0,1,0
32879,74,0,1,0
5488,35,1,0,0
22585,29,1,0,0
19718,19,1,1,0
49044,91,1,0,0
55413,64,1,1,0
96006,17,1,1,0
46716,58,0,0,0
78163,42,1,0,0
13405,68,1,1,0
61146,54,1,1,0
7685,54,0,1,0
75731,98,0,0,0
27702,25,1,0,0
4780,93,1,0,0
67448,15,0,0,0
50589,52,0,0,1
53680,88,1,0,0
45370,28,1,1,0
92412,3,1,1,0
44698,38,0,0,0
69696,13,0,1,0
28400,53,1,1,0
51687,89,1,1,0
73069,40,0,0,1
26508,82,1,1,0
57102,73,0,1,0
2850,37,1,0,0
43665,43,0,1,0
37856,85,1,0,0
67429,24,0,1,0
87556,13,1,1,0
12172,15,0,0,0
43907,34,0,0,1
57562,7,0,0,0
84697,47,1,0,0
56513,15,1,1,0
54096,81,1,1,0
21261,4,1,1,0
43882,97,0,0,0
37163,22,0,0,0
67417,67,0,0,0
94846,60,0,1,0
91558,46,0,0,0
56727,99,1,0,0
81936,92,0,0,0
54881,72,0,1,0
85101,44,1,1,0
23682,97,1,0,0
5856,95,1,1,0
12228,20,1,1,0
84154,83,0,0,0
55727,33,1,0,0
68494,79,1,1,0
55682,38,0,1,1
11410,96,0,1,0
63297,34,1,0,0
50668,29,1,0,0
44317,78,0,1,0
21006,6,0,0,0
48659,46,1,0,0
39090,74,1,0,0
7535,58,0,0,0
22348,46,1,0,0
83530,55,0,1,0
49063,81,0,0,0
10134,62,0,0,0
65934,51,1,0,0
20258,60,0,1,1
47725,62,0,1,0
4099,47,1,0,0
64329,44,1,0,0
97766,47,1,0,0
88221,51,0,1,0
50778,91,1,0,0
22348,34,0,0,1
36608,87,0,1,0
96654,34,1,1,0
49026,12,0,0,0
92822,9,1,0,0
68369,19,1,0,0
15434,67,0,1,0
5825,90,1,1,0
14993,80,0,0,0
14513,98,1,0,0
83352,91,1,1,0
31802,80,0,0,0
91757,78,0,0,0
65823,40,0,1,0
35259,45,0,0,0
25309,53,1,0,0
34721,55,0,0,0
95591,43,0,0,0
63396,95,0,1,0
14443,13,1,1,0
41669,34,1,1,0
73237,12,1,0,0
44461,24,1,1,0
84285,32,1,1,1
58652,35,0,1,0
36387,38,0,1,0
48352,11,0,0,0
1097,66,0,0,0
6570,81,1,0,0
32633,16,1,1,0
75549,69,1,0,1
49104,39,0,0,0
8064,27,1,0,0
73542,83,1,1,0
74052,54,1,0,0
76846,19,0,0,0
14213,32,0,1,0
32527,84,0,1,0
92629,15,0,0,0
80301,77,1,0,1
44321,20,0,0,0
53798,52,0,1,0
229,6,1,0,0
32785,21,0,1,0
5808,16,0,0,0
86732,99,0,0,0
71603,7,1,1,0
73064,49,1,1,0
94681,38,0,1,0
40809,12,1,1,0
66851,87,1,0,0
30690,52,0,0,0
68449,98,1,0,0
86492,86,0,0,0
67849,94,0,1,0
91007,6,0,0,0
69623,54,0,0,0
85405,94,1,1,0
27538,34,1,1,1
78916,8,1,0,1
34403,26,0,0,0
22304,37,0,1,0
62662,92,0,0,0
63380,53,1,0,0
35732,58,0,0,0
41250,71,0,0,0
55366,98,0,0,0
29526,67,1,1,1
23547,79,1,1,0
87761,84,0,1,0
89687,29,0,1,0
94867,53,0,1,0
22681,6,1,1,0
1782,33,0,1,0
71143,10,1,1,0
27792,15,1,1,0
89921,2,1,0,1
83520,78,0,0,0
95148,100,0,0,0
44584,90,1,0,0
27924,33,1,0,0
27541,75,1,0,0
66866,63,1,0,0
40104,44,1,1,0
7773,85,1,1,0
70945,13,1,0,1
64920,63,0,1,0
54087,78,1,0,0
15009,9,1,0,0
41204,95,0,1,0
78739,87,1,0,1
30342,91,0,0,0
25204,37,1,1,0
5504,76,1,0,0
68162,98,0,1,0
61846,45,1,1,0
99301,85,1,1,1
80206,42,0,1,1
9428,34,0,0,0
1607,52,1,1,1
80349,30,1,0,0
86887,37,1,1,0
64879,12,0,1,0
617,27,1,0,1
64411,28,0,0,0
45199,35,1,1,1
58253,94,1,0,0
14945,3,1,1,0
96953,55,1,0,0
60186,12,1,0,1
18101,97,1,1,1
41971,37,0,0,0
86682,80,0,0,0
37174,28,1,0,0
83083,19,0,1,0
28988,38,1,0,0
20771,35,0,1,0
31437,52,1,0,1
8626,14,0,0,0
40330,28,0,0,0
15246,48,0,1,0
96580,36,1,1,1
89655,40,0,0,0
77174,23,0,1,0
14536,88,0,1,0
66041,16,1,0,0
43133,68,1,0,0
41301,31,1,0,1
52421,82,0,1,0
75903,27,0,1,0
11933,21,1,1,0
14623,8,1,1,0
40984,39,0,1,0
53952,72,0,0,1
36936,65,1,0,0
44595,77,0,0,0
22459,14,0,0,0
83857,92,1,1,0
18943,26,0,1,0
38432,61,0,1,0
35727,14,1,0,0
27533,87,1,0,0
40137,86,0,1,1
61098,48,0,1,0
83710,3,0,1,0
51037,49,0,1,0
19677,79,1,0,0
24309,28,0,1,0
27119,25,0,1,0
60930,99,1,1,0
50593,82,0,1,0
64331,18,1,1,1
5478,89,0,1,0
8977,56,0,1,0
54169,28,1,1,0
19214,42,0,1,0
48799,87,1,0,0
75124,20,0,0,0
88120,17,0,1,0
94018,99,1,0,1
44476,13,0,1,0
12107,9,0,0,0
33928,39,1,1,0
55301,16,1,1,0
31045,35,1,0,1
846,51,0,0,0
67135,64,1,0,0
37961,85,1,0,0
63190,45,0,1,0
36031,47,1,0,0
21856,22,1,1,0
2885,47,1,1,0
49426,97,1,0,0
90204,8,0,1,1
79256,70,0,0,0
59172,60,1,1,0
28048,93,0,0,0
68643,2,1,1,0
63283,85,0,1,1
3951,28,1,1,0
77128,79,0,0,0
89725,83,1,1,0
55320,77,1,1,0
10342,39,1,1,0
27495,26,1,0,0
59800,27,0,1,0
34980,84,1,1,0
96594,72,0,0,0
35821,71,1,0,0
17989,11,1,0,0
